15.01,0.8937
15.02,0.89463
15.03,0.89612
15.04,0.89552
15.05,0.89646
15.06,0.8969
15.07,0.89703
15.08,0.89775
15.09,0.8978
15.1,0.8983
15.11,0.89839
15.12,0.89888
15.13,0.89853
15.14,0.89856
15.15,0.89909
15.16,0.89918
15.17,0.8998
15.18,0.90054
15.19,0.90122
15.2,0.90135
15.21,0.90184
15.22,0.90192
15.23,0.90247
15.24,0.90279
15.25,0.90331
15.26,0.9036
15.27,0.90373
15.28,0.9038
15.29,0.90365
15.3,0.9042
15.31,0.90403
15.32,0.90437
15.33,0.90528
15.34,0.90572
15.35,0.90569
15.36,0.90627
15.37,0.90658
15.38,0.9066
15.39,0.90667
15.4,0.90721
15.41,0.90805
15.42,0.90834
15.43,0.90786
15.44,0.90932
15.45,0.90868
15.46,0.90992
15.47,0.90986
15.48,0.91007
15.49,0.91081
15.5,0.91133
15.51,0.91151
15.52,0.91129
15.53,0.91312
15.54,0.91263
15.55,0.91326
15.56,0.91388
15.57,0.91431
15.58,0.91491
15.59,0.91488
15.6,0.91552
15.61,0.91644
15.62,0.91653
15.63,0.9167
15.64,0.91742
15.65,0.91736
15.66,0.91727
15.67,0.91751
15.68,0.91752
15.69,0.91847
15.7,0.9188
15.71,0.91914
15.72,0.91874
15.73,0.91892
15.74,0.9188
15.75,0.91908
15.76,0.91905
15.77,0.91935
15.78,0.91941
15.79,0.91956
15.8,0.9201
15.81,0.92047
15.82,0.92057
15.83,0.92073
15.84,0.92128
15.85,0.92253
15.86,0.92222
15.87,0.92282
15.88,0.92317
15.89,0.92378
15.9,0.92371
15.91,0.92458
15.92,0.92437
15.93,0.92578
15.94,0.92634
15.95,0.92614
15.96,0.92711
15.97,0.92607
15.98,0.92618
15.99,0.92729
16,0.9277
16.01,0.92854
16.02,0.92861
16.03,0.92903
16.04,0.92992
16.05,0.92979
16.06,0.92949
16.07,0.92904
16.08,0.92968
16.09,0.92962
16.1,0.92962
16.11,0.93033
16.12,0.93055
16.13,0.93102
16.14,0.93108
16.15,0.93115
16.16,0.93154
16.17,0.9311
16.18,0.93203
16.19,0.93184
16.2,0.93324
16.21,0.93337
16.22,0.93379
16.23,0.93393
16.24,0.93413
16.25,0.93495
16.26,0.93525
16.27,0.93542
16.28,0.93589
16.29,0.93688
16.3,0.93687
16.31,0.93771
16.32,0.93793
16.33,0.93788
16.34,0.9387
16.35,0.93885
16.36,0.93935
16.37,0.93908
16.38,0.93901
16.39,0.93949
16.4,0.93934
16.41,0.93962
16.42,0.93988
16.43,0.94026
16.44,0.94107
16.45,0.94104
16.46,0.94072
16.47,0.94137
16.48,0.94091
16.49,0.94158
16.5,0.94185
16.51,0.9422
16.52,0.94225
16.53,0.94207
16.54,0.94225
16.55,0.94229
16.56,0.94232
16.57,0.94261
16.58,0.94249
16.59,0.94321
16.6,0.94382
16.61,0.94442
16.62,0.94454
16.63,0.94446
16.64,0.94487
16.65,0.94567
16.66,0.94525
16.67,0.94541
16.68,0.94588
16.69,0.94576
16.7,0.94688
16.71,0.94679
16.72,0.94723
16.73,0.94724
16.74,0.94887
16.75,0.949
16.76,0.94965
16.77,0.9504
16.78,0.94976
16.79,0.95035
16.8,0.95008
16.81,0.95058
16.82,0.95067
16.83,0.95093
16.84,0.95172
16.85,0.95138
16.86,0.95202
16.87,0.95189
16.88,0.95162
16.89,0.95151
16.9,0.95142
16.91,0.9521
16.92,0.95158
16.93,0.95194
16.94,0.95226
16.95,0.95244
16.96,0.95266
16.97,0.95264
16.98,0.95231
16.99,0.95298
17,0.95223
17.01,0.95276
17.02,0.95279
17.03,0.9529
17.04,0.95375
17.05,0.95437
17.06,0.95426
17.07,0.95382
17.08,0.95356
17.09,0.95382
17.1,0.95338
17.11,0.95412
17.12,0.9544
17.13,0.9552
17.14,0.95632
17.15,0.9562
17.16,0.95669
17.17,0.95742
17.18,0.95751
17.19,0.95737
17.2,0.95805
17.21,0.95772
17.22,0.95813
17.23,0.95803
17.24,0.95762
17.25,0.95812
17.26,0.95833
17.27,0.95878
17.28,0.95881
17.29,0.95937
17.3,0.95942
17.31,0.95919
17.32,0.95999
17.33,0.95966
17.34,0.96039
17.35,0.96047
17.36,0.9609
17.37,0.96114
17.38,0.96058
17.39,0.96135
17.4,0.96042
17.41,0.96128
17.42,0.96076
17.43,0.96112
17.44,0.96097
17.45,0.9607
17.46,0.96205
17.47,0.96121
17.48,0.96195
17.49,0.96179
17.5,0.96255
17.51,0.96205
17.52,0.96242
17.53,0.96164
17.54,0.96098
17.55,0.96204
17.56,0.96144
17.57,0.96233
17.58,0.96277
17.59,0.96281
17.6,0.96386
17.61,0.96312
17.62,0.96405
17.63,0.96416
17.64,0.96421
17.65,0.96483
17.66,0.96473
17.67,0.96544
17.68,0.96593
17.69,0.96632
17.7,0.9667
17.71,0.96678
17.72,0.96654
17.73,0.96761
17.74,0.9669
17.75,0.96707
17.76,0.96713
17.77,0.9665
17.78,0.96676
17.79,0.96657
17.8,0.96692
17.81,0.96688
17.82,0.96754
17.83,0.96776
17.84,0.96737
17.85,0.96792
17.86,0.96752
17.87,0.96789
17.88,0.9684
17.89,0.96819
17.9,0.96887
17.91,0.96782
17.92,0.96901
17.93,0.96857
17.94,0.96894
17.95,0.96961
17.96,0.96954
17.97,0.97039
17.98,0.96988
17.99,0.97073
18,0.96989
18.01,0.97083
18.02,0.97026
18.03,0.97029
18.04,0.97054
18.05,0.96978
18.06,0.97009
